チーム,年,選手名,左右,試合数,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四球,死球,三振,併殺打
西武,2017,森　友哉,左打ち,38,145,124,16,42,8,3,2,62,18,3,1,0,0,21,0,0,24,4
西武,2017,山川　穂高,右打ち,78,293,242,46,72,19,0,23,160,61,0,1,0,0,46,1,5,72,7
西武,2017,渡辺　直人,右打ち,32,79,68,3,16,7,0,0,23,3,0,0,4,0,7,0,0,14,2
楽天,2017,アマダー,右打ち,121,460,417,35,99,9,0,23,177,65,0,1,0,2,39,0,2,102,18
楽天,2017,青山　浩二,右打ち,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,足立　祐一,右打ち,49,87,76,5,16,1,1,1,22,7,0,1,5,0,5,0,1,18,1
楽天,2017,阿部　俊人,左打ち,44,23,20,3,4,0,0,0,4,1,1,0,1,0,2,0,0,6,0
楽天,2017,安樂　智大,左打ち,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
楽天,2017,伊志嶺　忠,左打ち,14,14,14,0,1,1,0,0,2,0,0,0,0,0,0,0,0,7,0
楽天,2017,今江　年晶,右打ち,51,135,128,11,32,7,1,1,44,10,0,0,1,0,6,0,0,26,3
楽天,2017,入野　貴大,左打ち,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,ウィーラー,右打ち,142,605,542,75,147,27,0,31,267,82,7,3,0,3,50,4,10,98,14
楽天,2017,内田　靖人,右打ち,7,21,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9,1
楽天,2017,オコエ　瑠偉,右打ち,41,141,130,21,39,17,0,3,65,11,5,2,5,0,3,0,3,38,3
楽天,2017,岡島　豪郎,左打ち,111,400,342,51,89,13,5,3,121,32,3,2,10,5,41,0,2,65,6
楽天,2017,小野　郁,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,金刃　憲人,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,釜田　佳直,右打ち,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
楽天,2017,辛島　航,左打ち,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,菊池　保則,左打ち,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,岸　孝之,右打ち,26,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
楽天,2017,銀次,左打ち,143,590,529,55,155,30,0,3,194,60,2,1,1,2,56,1,2,74,11
楽天,2017,クルーズ,右打ち,13,37,37,2,6,2,0,0,8,2,0,0,0,0,0,0,0,4,1
楽天,2017,久保　裕也,右打ち,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,コラレス,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,小山　雄輝,右打ち,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,今野　龍太,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,塩見　貴洋,左打ち,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,嶋　基宏,右打ち,112,369,281,34,56,9,0,3,74,28,2,1,27,1,57,0,3,62,8
楽天,2017,島内　宏明,左打ち,143,577,494,62,131,14,3,14,193,47,3,6,12,3,64,0,4,67,8
楽天,2017,下妻　貴寛,右打ち,8,11,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0
楽天,2017,菅原　秀,左打ち,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,宋　家豪,左打ち,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,高梨　雄平,左打ち,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,田中　和基,左右打ち,51,59,54,9,6,2,0,1,11,2,7,2,2,0,3,0,0,25,0
楽天,2017,戸村　健次,右打ち,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,中川　大志,右打ち,23,36,34,3,4,2,0,0,6,4,0,0,0,0,1,0,1,11,0
楽天,2017,西田　哲朗,右打ち,22,24,22,2,3,0,0,0,3,0,0,0,0,0,2,0,0,10,0
楽天,2017,西宮　悠介,左打ち,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,則本　昂大,左打ち,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
楽天,2017,ハーマン,左打ち,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,濱矢　廣大,左打ち,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,聖澤　諒,左打ち,111,252,232,29,58,14,2,1,79,21,2,1,2,1,13,0,4,50,2
楽天,2017,フェルナンド,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,福田　将儀,右打ち,9,7,7,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
楽天,2017,福山　博之,右打ち,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,藤田　一也,左打ち,102,315,270,28,68,9,2,3,90,33,2,1,25,3,16,1,1,21,8
楽天,2017,藤平　尚真,右打ち,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
楽天,2017,古川　侑利,右打ち,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
楽天,2017,ペゲーロ,左打ち,120,517,463,67,130,17,1,26,227,75,3,2,0,0,50,3,4,139,16
楽天,2017,細川　亨,右打ち,20,23,20,1,2,0,0,1,5,1,0,0,3,0,0,0,0,9,0
楽天,2017,枡田　慎太郎,左打ち,32,77,71,7,12,4,0,1,19,4,1,0,0,0,6,0,0,23,1
楽天,2017,松井　稼頭央,左右打ち,44,83,76,6,16,2,1,2,26,10,0,1,0,0,6,0,1,23,1
楽天,2017,松井　裕樹,左打ち,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,美馬　学,左打ち,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
楽天,2017,三好　匠,右打ち,56,115,103,12,25,9,0,1,37,9,0,1,4,1,7,0,0,27,1
楽天,2017,村林　一輝,右打ち,1,3,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
楽天,2017,茂木　栄五郎,左打ち,103,450,398,64,118,25,2,17,198,47,3,2,4,1,45,1,2,84,4
楽天,2017,森　雄大,左打ち,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,2017,森原　康平,左打ち,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,青山　大紀,左打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,赤間　謙,右打ち,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,安達　了一,右打ち,109,380,316,40,64,9,3,3,88,26,4,3,17,0,37,0,10,61,5
オリックス,2017,飯田　大祐,右打ち,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
オリックス,2017,伊藤　光,右打ち,103,239,196,21,37,9,2,5,65,23,0,0,22,1,18,1,2,47,2
オリックス,2017,岩﨑　恭平,左打ち,7,11,11,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0
オリックス,2017,ウエスト,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,大城　滉二,右打ち,122,400,345,28,85,10,1,2,103,21,7,4,35,1,16,0,3,59,6
オリックス,2017,大山　暁史,左打ち,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,岡﨑　大輔,左打ち,5,14,14,1,2,0,0,0,2,1,0,0,0,0,0,0,0,3,0
オリックス,2017,小田　裕也,左打ち,43,20,17,4,1,0,0,0,1,0,0,0,2,0,1,0,0,7,0
オリックス,2017,海田　智行,左打ち,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,金子　千尋,左打ち,27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
オリックス,2017,金田　和之,右打ち,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,川端　崇義,右打ち,18,28,28,4,6,2,0,0,8,2,0,0,0,0,0,0,0,2,0
オリックス,2017,岸田　護,右打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,黒木　優太,左打ち,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,コーク,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,小島　脩平,左打ち,61,182,164,17,35,5,2,2,50,19,3,0,9,2,7,0,0,21,4
オリックス,2017,小林　慶祐,右打ち,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,小谷野　栄一,右打ち,130,506,470,41,130,14,1,6,164,47,0,0,3,2,28,0,3,60,13
オリックス,2017,近藤　大亮,右打ち,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,佐藤　達也,右打ち,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,澤田　圭佑,左打ち,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,縞田　拓弥,右打ち,5,9,7,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1
オリックス,2017,駿太,左打ち,129,329,296,29,71,16,7,2,107,27,4,3,13,4,15,1,1,76,3
オリックス,2017,杉本　裕太郎,右打ち,9,17,17,2,2,1,0,1,6,2,0,0,0,0,0,0,0,6,1
オリックス,2017,鈴木　昂平,右打ち,72,39,37,10,3,2,0,0,5,0,0,0,2,0,0,0,0,8,2
オリックス,2017,武田　健吾,右打ち,97,219,207,19,61,8,0,2,75,14,0,0,4,0,5,0,3,47,3
オリックス,2017,塚原　頌平,左打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,Ｔ－岡田,左打ち,143,593,504,77,134,19,0,31,246,68,2,1,0,1,83,1,5,141,10
オリックス,2017,ディクソン,右打ち,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,東明　大貴,右打ち,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,中島　宏之,右打ち,124,489,431,36,123,19,0,9,169,49,0,0,0,5,46,0,7,93,11
オリックス,2017,西　勇輝,右打ち,17,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
オリックス,2017,西野　真弘,左打ち,100,331,282,33,66,11,2,2,87,21,8,4,16,3,24,0,6,46,4
オリックス,2017,比嘉　幹貴,右打ち,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,平野　佳寿,右打ち,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
オリックス,2017,伏見　寅威,右打ち,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
オリックス,2017,ヘルメン,右打ち,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,マレーロ,右打ち,82,319,283,39,82,15,1,20,159,50,1,0,0,2,29,1,5,84,6
オリックス,2017,松葉　貴大,左打ち,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
オリックス,2017,宮﨑　祐樹,右打ち,52,146,137,9,37,7,2,2,54,13,0,1,1,1,6,0,1,32,0
オリックス,2017,宗　佑磨,左打ち,10,26,22,2,4,1,0,0,5,0,0,3,0,0,3,0,1,6,1
オリックス,2017,モレル,右打ち,38,110,98,9,27,8,0,1,38,11,0,2,0,0,12,0,0,28,3
オリックス,2017,山岡　泰輔,左打ち,24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
オリックス,2017,山崎　勝己,右打ち,17,22,18,1,2,2,0,0,4,2,0,0,2,0,2,0,0,4,0
オリックス,2017,山﨑　福也,左打ち,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,山田　修義,左打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,山本　由伸,右打ち,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,吉田　一将,左打ち,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,吉田　正尚,左打ち,64,268,228,42,71,11,0,12,118,38,1,1,0,1,38,2,1,32,9
オリックス,2017,吉田　雄人,左打ち,11,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
オリックス,2017,吉田　凌,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,2017,ロメロ,右打ち,103,424,390,55,107,13,0,26,198,66,2,1,0,1,27,0,6,98,12
オリックス,2017,若月　健矢,右打ち,100,256,218,16,44,8,2,1,59,18,0,0,23,2,10,0,3,50,9
広島,2017,會澤　翼,右打ち,106,329,287,35,79,15,0,6,112,35,0,0,10,3,22,1,7,45,12
広島,2017,安部　友裕,左打ち,123,455,413,63,128,17,4,4,165,49,17,5,12,1,27,1,2,94,3
広島,2017,天谷　宗一郎,左打ち,56,45,37,6,7,1,0,0,8,2,1,0,4,0,3,0,1,17,0
広島,2017,新井　貴浩,右打ち,100,288,243,36,71,14,0,9,112,48,2,0,0,4,40,0,1,56,7
広島,2017,飯田　哲矢,左打ち,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
広島,2017,石原　慶幸,右打ち,77,167,147,11,30,4,0,1,37,12,1,0,8,2,10,0,0,33,8
広島,2017,磯村　嘉孝,右打ち,21,39,34,6,8,2,0,2,16,3,0,0,1,0,3,0,1,8,1
広島,2017,一岡　竜司,右打ち,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,今井　啓介,右打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,今村　猛,右打ち,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,岩本　貴裕,左打ち,33,50,48,5,18,4,0,1,25,13,0,0,1,0,1,0,0,15,2
広島,2017,上本　崇司,左右打ち,37,10,8,12,1,0,0,0,1,0,3,0,0,0,2,0,0,3,0
広島,2017,エルドレッド,右打ち,116,405,344,40,91,11,0,27,183,78,0,0,0,3,50,0,8,111,8
広島,2017,オスカル,左打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,大瀬良　大地,右打ち,24,51,44,1,6,1,0,0,7,0,0,0,4,0,2,0,1,21,0
広島,2017,岡田　明丈,左打ち,24,52,47,1,6,2,0,0,8,8,0,0,4,0,1,0,0,24,2
広島,2017,加藤　拓也,右打ち,7,11,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1
広島,2017,菊池　涼介,右打ち,138,629,565,87,153,28,3,14,229,56,8,7,30,1,32,0,1,107,9
広島,2017,九里　亜蓮,右打ち,35,30,25,1,1,0,0,0,1,0,0,0,3,0,2,0,0,15,0
広島,2017,小窪　哲也,右打ち,26,65,57,3,10,0,1,0,12,8,1,0,2,0,6,0,0,13,3
広島,2017,坂倉　将吾,左打ち,3,4,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
広島,2017,佐藤　祥万,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,ジャクソン,右打ち,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,ジョンソン,左打ち,13,26,24,1,3,0,0,0,3,0,0,0,2,0,0,0,0,12,0
広島,2017,下水流　昂,右打ち,9,9,9,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0
広島,2017,庄司　隼人,左打ち,6,6,3,1,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0
広島,2017,白濱　裕太,右打ち,3,5,5,0,2,1,0,0,3,0,1,0,0,0,0,0,0,2,0
広島,2017,鈴木　誠也,右打ち,115,512,437,85,131,28,1,26,239,90,16,6,0,7,62,0,6,80,12
広島,2017,高橋　樹也,左打ち,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
広島,2017,田中　広輔,左打ち,143,679,565,105,164,32,5,8,230,60,35,13,6,4,89,2,15,120,5
広島,2017,堂林　翔太,右打ち,44,54,46,4,10,1,0,1,14,11,0,0,0,3,5,0,0,13,0
広島,2017,床田　寛樹,左打ち,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
広島,2017,戸田　隆矢,左打ち,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
広島,2017,中﨑　翔太,右打ち,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,中田　廉,右打ち,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,中村　祐太,右打ち,15,23,20,0,3,0,0,0,3,1,0,0,3,0,0,0,0,4,0
広島,2017,西川　龍馬,左打ち,95,220,204,23,56,10,2,5,85,27,4,1,3,2,10,0,1,35,4
広島,2017,野間　峻祥,左打ち,98,85,74,34,14,1,0,0,15,2,10,5,4,0,7,0,0,13,1
広島,2017,野村　祐輔,右打ち,25,52,41,2,5,0,0,0,5,2,0,0,9,0,2,0,0,18,0
広島,2017,バティスタ,右打ち,61,143,125,21,32,5,0,11,70,26,0,0,0,2,15,0,1,44,3
広島,2017,土生　翔平,左打ち,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
広島,2017,ブレイシア,左打ち,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,福井　優也,右打ち,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
広島,2017,藤井　皓哉,左打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,ヘーゲンズ,右打ち,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島,2017,ペーニャ,左右打ち,22,39,37,2,8,1,0,0,9,2,0,0,0,0,2,0,0,10,0
広島,2017,松山　竜平,左打ち,120,387,350,39,114,23,4,14,187,77,0,0,0,6,31,0,0,45,8
広島,2017,丸　佳浩,左打ち,143,651,556,109,171,35,3,23,281,92,13,3,2,6,83,0,4,113,6
広島,2017,メヒア,右打ち,9,15,14,0,3,0,0,0,3,1,0,0,0,0,1,0,0,4,0
広島,2017,薮田　和樹,右打ち,38,34,28,2,1,0,0,0,1,0,0,0,5,0,1,0,0,20,0
巨人,2017,相川　亮二,右打ち,29,40,38,0,6,1,0,0,7,3,0,0,0,1,1,0,0,9,1
巨人,2017,阿部　慎之助,左打ち,129,512,455,41,119,13,0,15,177,76,0,1,1,7,41,1,8,67,13
巨人,2017,池田　駿,左打ち,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,石川　慎吾,右打ち,99,251,236,21,57,12,3,5,90,20,2,0,0,0,13,0,2,51,8
巨人,2017,乾　真大,左打ち,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,今村　信貴,左打ち,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
巨人,2017,宇佐見　真吾,左打ち,21,45,40,6,14,0,0,4,26,8,0,0,0,0,3,0,2,14,0
巨人,2017,内海　哲也,左打ち,12,18,16,1,1,0,0,0,1,1,0,0,2,0,0,0,0,9,0
巨人,2017,江柄子　裕樹,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,大竹　寛,右打ち,13,26,19,0,0,0,0,0,0,1,0,0,6,0,1,0,0,13,0
巨人,2017,岡本　和真,右打ち,15,35,31,2,6,1,0,0,7,2,0,0,0,0,4,0,0,10,0
巨人,2017,カミネロ,右打ち,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,亀井　善行,左打ち,109,277,247,20,62,16,0,6,96,47,1,0,0,2,27,1,1,38,4
巨人,2017,クルーズ,右打ち,9,33,32,2,5,1,0,0,6,3,0,0,0,1,0,0,0,3,1
巨人,2017,小林　誠司,右打ち,138,443,378,25,78,11,1,2,97,27,2,0,19,3,41,4,2,64,12
巨人,2017,坂本　勇人,右打ち,142,614,539,82,157,30,0,15,232,61,14,6,1,3,68,2,3,85,16
巨人,2017,桜井　俊貴,右打ち,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,實松　一成,右打ち,14,13,8,1,0,0,0,0,0,0,0,0,1,0,2,1,2,6,0
巨人,2017,重信　慎之介,左打ち,74,77,70,18,11,4,0,0,15,2,10,4,1,0,6,0,0,21,0
巨人,2017,篠原　慎平,左打ち,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,菅野　智之,右打ち,25,63,54,4,9,0,0,0,9,0,0,0,6,0,3,0,0,13,2
巨人,2017,高木　勇人,右打ち,16,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
巨人,2017,田口　麗斗,左打ち,26,58,47,1,4,0,0,0,4,2,0,0,10,0,1,0,0,18,0
巨人,2017,立岡　宗一郎,左打ち,62,214,197,24,41,3,3,0,50,10,4,5,6,0,11,0,0,43,1
巨人,2017,谷岡　竜平,右打ち,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,田原　誠次,左打ち,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,長野　久義,右打ち,134,516,463,52,121,20,3,16,195,46,6,0,1,1,46,2,5,98,17
巨人,2017,辻　東倫,左打ち,18,36,32,3,8,0,0,0,8,1,1,0,0,0,4,0,0,7,1
巨人,2017,寺内　崇幸,右打ち,83,34,25,7,6,3,1,1,14,6,1,0,5,0,3,0,1,8,0
巨人,2017,戸根　千明,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,中井　大介,右打ち,90,254,229,32,57,12,1,5,86,15,2,1,4,1,19,0,1,44,5
巨人,2017,中川　皓太,左打ち,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
巨人,2017,西村　健太朗,右打ち,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
巨人,2017,橋本　到,左打ち,78,139,120,19,32,7,1,1,44,6,3,2,6,1,11,0,1,30,2
巨人,2017,畠　世周,左打ち,13,26,24,0,1,0,0,0,1,1,0,0,1,0,1,0,0,19,1
巨人,2017,マイコラス,右打ち,27,67,64,3,7,2,0,1,12,4,0,0,3,0,0,0,0,37,0
巨人,2017,マギー,右打ち,139,586,523,67,165,48,1,18,269,77,4,1,0,4,58,4,1,107,20
巨人,2017,マシソン,右打ち,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,宮國　椋丞,右打ち,17,15,14,0,1,0,0,0,1,1,0,0,1,0,0,0,0,5,0
巨人,2017,村田　修一,右打ち,118,424,381,41,100,19,0,14,161,58,0,0,1,2,34,0,6,63,15
巨人,2017,森福　允彦,左打ち,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,山口　俊,右打ち,4,6,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0
巨人,2017,山口　鉄也,左打ち,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,2017,山本　泰寛,右打ち,29,83,66,8,12,2,0,1,17,7,1,0,7,0,9,0,1,18,1
巨人,2017,陽　岱鋼,右打ち,87,381,330,46,87,18,1,9,134,33,4,2,2,1,41,0,7,80,6
巨人,2017,吉川　尚輝,左打ち,5,12,11,1,3,0,0,0,3,0,1,0,1,0,0,0,0,2,0
巨人,2017,吉川　光夫,左打ち,12,9,8,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0
巨人,2017,脇谷　亮太,左打ち,52,68,64,7,16,0,0,0,16,0,0,0,1,0,3,0,0,14,2
DeNA,2017,綾部　翔,右打ち,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeNA,2017,荒波　翔,左打ち,47,65,62,8,14,5,0,0,19,1,0,0,0,0,2,0,1,16,1
DeNA,2017,飯塚　悟史,左打ち,9,15,13,0,1,0,0,0,1,0,0,0,2,0,0,0,0,11,0
DeNA,2017,石川　雄洋,左打ち,63,192,167,18,41,7,0,2,54,11,1,1,6,3,12,0,4,41,4
DeNA,2017,石田　健大,左打ち,18,44,36,5,6,0,0,0,6,1,0,0,7,0,1,0,0,15,0
DeNA,2017,井納　翔一,右打ち,25,51,45,2,4,0,0,0,4,2,0,0,5,0,1,0,0,24,1
DeNA,2017,今永　昇太,左打ち,24,49,43,2,6,0,0,0,6,0,0,0,4,0,2,0,0,18,0
DeNA,2017,ウィーランド,右打ち,21,54,48,5,11,1,0,3,21,12,0,0,1,0,4,0,1,21,0
