チーム,年,選手名,左右,試合数,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四球,死球,三振,併殺打
DeNA,2017,エスコバー,左打ち,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DeNA,2017,エリアン,左右打ち,25,62,56,9,14,1,0,1,18,1,0,0,0,0,6,0,0,22,2
DeNA,2017,乙坂　智,左打ち,83,66,63,7,12,3,0,2,21,3,0,0,1,0,1,0,1,13,0
DeNA,2017,尾仲　祐哉,左打ち,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DeNA,2017,加賀　繁,右打ち,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,梶谷　隆幸,左打ち,137,578,511,83,124,27,2,21,218,60,21,3,0,2,62,2,3,157,10
DeNA,2017,クライン,右打ち,7,12,9,0,1,0,0,0,1,2,0,0,3,0,0,0,0,6,0
DeNA,2017,国吉　佑樹,右打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,久保　康友,右打ち,7,14,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0
DeNA,2017,熊原　健人,左打ち,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
DeNA,2017,倉本　寿彦,左打ち,143,539,507,49,133,27,1,2,168,50,3,1,9,1,18,0,4,102,10
DeNA,2017,桑原　将志,右打ち,143,664,598,87,161,38,5,13,248,52,10,11,10,0,45,0,11,116,8
DeNA,2017,Ｇ．後藤　武敏,右打ち,26,29,26,0,3,1,0,0,4,3,0,0,0,0,3,0,0,7,1
DeNA,2017,小林　寛,右打ち,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,佐野　恵太,左打ち,18,24,21,1,2,1,0,0,3,1,0,0,0,0,3,0,0,5,0
DeNA,2017,シリアコ,右打ち,12,28,27,1,2,1,0,0,3,0,0,0,0,0,1,0,0,10,0
DeNA,2017,柴田　竜拓,左打ち,88,248,215,25,50,8,0,1,61,11,1,1,11,2,17,0,3,50,2
DeNA,2017,下園　辰哉,左打ち,8,11,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1
DeNA,2017,白崎　浩之,右打ち,34,55,54,5,10,3,0,0,13,4,0,0,0,0,1,0,0,19,0
DeNA,2017,白根　尚貴,右打ち,12,13,13,2,3,0,0,1,6,2,0,0,0,0,0,0,0,2,0
DeNA,2017,進藤　拓也,右打ち,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,須田　幸太,右打ち,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,砂田　毅樹,左打ち,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,関根　大気,左打ち,29,20,19,4,3,0,0,0,3,1,0,0,0,0,1,0,0,5,0
DeNA,2017,平良　拳太郎,右打ち,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
DeNA,2017,高崎　健太郎,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,髙城　俊人,右打ち,29,61,56,11,14,0,3,0,20,4,0,1,2,0,3,0,0,15,1
DeNA,2017,田中　健二朗,左打ち,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,田中　浩康,右打ち,66,175,154,15,31,3,1,1,39,20,2,0,8,0,11,0,2,25,4
DeNA,2017,筒香　嘉智,左打ち,139,601,503,85,143,31,0,28,258,94,1,0,0,3,93,3,2,115,7
DeNA,2017,戸柱　恭孝,左打ち,112,363,336,25,72,13,0,9,112,52,0,0,6,2,19,0,0,59,9
DeNA,2017,西森　将司,左右打ち,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
DeNA,2017,パットン,右打ち,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,濵口　遥大,左打ち,22,40,34,1,2,0,0,0,2,0,0,0,5,0,1,0,0,19,0
DeNA,2017,飛雄馬,右打ち,3,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeNA,2017,平田　真吾,右打ち,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,藤岡　好明,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,細川　成也,右打ち,2,6,5,2,2,0,0,2,8,4,0,0,0,0,1,0,0,3,0
DeNA,2017,松本　啓二朗,左打ち,13,14,12,1,3,0,0,0,3,0,0,0,0,0,0,0,2,2,0
DeNA,2017,三上　朋也,右打ち,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,三嶋　一輝,左右打ち,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,水野　滉也,右打ち,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeNA,2017,嶺井　博希,右打ち,52,135,121,14,30,3,1,3,44,12,0,0,4,0,4,0,6,35,3
DeNA,2017,宮﨑　敏郎,右打ち,128,523,480,53,155,28,1,15,230,62,0,0,0,1,38,1,4,47,23
DeNA,2017,山﨑　康晃,右打ち,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeNA,2017,山下　幸輝,左打ち,21,21,21,3,3,2,0,0,5,0,0,0,0,0,0,0,0,6,0
DeNA,2017,ロペス,右打ち,142,606,569,72,171,42,0,30,303,105,0,0,0,8,27,0,2,80,14
阪神,2017,青柳　晃洋,右打ち,12,22,21,0,2,1,0,0,3,2,0,0,1,0,0,0,0,7,0
阪神,2017,秋山　拓巳,左打ち,25,56,48,3,8,1,0,1,12,3,0,0,6,0,2,0,0,20,0
阪神,2017,新井　良太,右打ち,17,17,16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0
阪神,2017,荒木　郁也,左打ち,49,22,17,5,2,0,0,0,2,0,4,0,3,0,2,0,0,7,0
阪神,2017,安藤　優也,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,石崎　剛,右打ち,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,板山　祐太郎,左打ち,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
阪神,2017,糸井　嘉男,左打ち,114,493,427,60,124,16,0,17,191,62,21,6,0,2,59,0,5,62,12
阪神,2017,伊藤　和雄,右打ち,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,伊藤　隼太,左打ち,73,73,69,9,18,2,0,2,26,9,0,1,0,0,4,0,0,16,1
阪神,2017,糸原　健斗,左打ち,66,193,162,18,42,13,0,1,58,24,1,0,5,0,23,0,3,26,1
阪神,2017,岩崎　優,左打ち,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,岩貞　祐太,左打ち,18,27,22,2,2,0,0,0,2,0,0,0,5,0,0,0,0,11,0
阪神,2017,岩田　稔,左打ち,10,21,19,2,1,0,0,0,1,0,0,0,0,0,2,0,0,9,0
阪神,2017,植田　海,左右打ち,13,22,18,5,5,0,0,0,5,0,1,1,3,0,1,0,0,6,0
阪神,2017,上本　博紀,右打ち,125,488,409,57,116,20,1,9,165,38,16,1,23,2,50,0,4,71,7
阪神,2017,梅野　隆太郎,右打ち,112,340,282,22,58,9,2,2,77,33,1,0,27,3,24,2,4,63,3
阪神,2017,江越　大賀,右打ち,28,18,13,3,1,0,0,0,1,0,1,0,0,0,3,0,2,5,0
阪神,2017,榎田　大樹,左打ち,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
阪神,2017,大山　悠輔,右打ち,75,221,198,25,47,10,2,7,82,38,2,2,1,1,18,0,3,41,4
阪神,2017,岡﨑　太一,右打ち,34,54,41,4,8,0,0,2,14,5,0,0,7,0,5,1,1,12,0
阪神,2017,小野　泰己,右打ち,15,24,19,0,1,0,0,0,1,0,0,0,4,0,1,0,0,7,0
阪神,2017,狩野　恵輔,右打ち,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
阪神,2017,キャンベル,右打ち,21,54,47,5,9,2,0,1,14,5,0,0,0,0,7,0,0,17,2
阪神,2017,桑原　謙太朗,右打ち,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,才木　浩人,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,坂本　誠志郎,右打ち,42,132,113,13,28,5,0,2,39,17,0,0,3,0,15,1,1,32,1
阪神,2017,俊介,右打ち,74,202,191,26,59,15,1,4,88,23,1,0,2,0,9,0,0,33,1
阪神,2017,髙橋　聡文,左打ち,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,髙山　俊,左打ち,103,353,328,40,82,15,3,6,121,24,6,3,0,1,21,0,3,77,3
阪神,2017,竹安　大知,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,ドリス,右打ち,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,鳥谷　敬,左打ち,143,570,488,57,143,23,3,4,184,41,8,7,1,2,77,3,2,62,13
阪神,2017,長坂　拳弥,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,中谷　将大,右打ち,133,455,411,64,99,21,1,20,182,61,2,1,0,3,36,2,5,96,5
阪神,2017,西岡　剛,左右打ち,32,100,92,6,21,4,0,0,25,5,3,2,0,0,7,0,1,17,0
阪神,2017,能見　篤史,左打ち,23,39,33,4,4,1,0,0,5,0,0,0,2,0,4,0,0,15,0
阪神,2017,原口　文仁,右打ち,73,216,186,16,42,12,0,6,72,25,0,0,1,2,22,0,5,36,10
阪神,2017,福留　孝介,左打ち,127,526,441,68,116,20,3,18,196,79,1,2,1,4,77,1,3,92,17
阪神,2017,福永　春吾,左打ち,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
阪神,2017,藤川　球児,左打ち,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
阪神,2017,藤浪　晋太郎,右打ち,11,21,17,1,1,0,0,0,1,1,0,0,2,0,2,0,0,13,0
阪神,2017,北條　史也,右打ち,83,252,219,26,46,7,2,3,66,20,0,0,7,2,23,0,1,42,4
阪神,2017,マテオ,右打ち,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,松田　遼馬,右打ち,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
阪神,2017,メッセンジャー,右打ち,22,50,44,3,6,1,0,1,10,2,0,0,6,0,0,0,0,17,0
阪神,2017,メンデス,右打ち,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,メンドーサ,右打ち,4,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
阪神,2017,森越　祐人,右打ち,29,27,23,3,3,2,0,0,5,1,0,0,2,0,2,0,0,10,1
阪神,2017,守屋　功輝,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,柳瀬　明宏,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,大和,左右打ち,100,252,232,25,65,6,0,1,74,16,2,3,1,1,18,0,0,37,5
阪神,2017,山本　翔也,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阪神,2017,陽川　尚将,右打ち,12,19,18,1,3,0,0,1,6,1,0,0,0,0,1,0,0,8,0
阪神,2017,横山　雄哉,左打ち,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
阪神,2017,ロジャース,右打ち,40,140,123,15,31,7,0,5,53,23,0,0,0,2,15,0,0,26,6
ヤクルト,2017,秋吉　亮,右打ち,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,荒木　貴裕,右打ち,91,212,188,22,39,8,2,6,69,25,2,0,7,0,14,0,3,30,7
ヤクルト,2017,飯原　誉士,右打ち,17,18,16,2,3,0,0,0,3,0,0,0,0,0,2,0,0,2,0
ヤクルト,2017,石川　雅規,左打ち,23,36,29,0,1,0,0,0,1,2,0,0,7,0,0,0,0,11,0
ヤクルト,2017,石山　泰稚,右打ち,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,井野　卓,右打ち,7,13,12,3,2,0,0,0,2,1,0,0,1,0,0,0,0,2,0
ヤクルト,2017,今浪　隆博,左打ち,7,17,15,1,4,1,1,0,7,2,0,0,1,0,1,0,0,0,0
ヤクルト,2017,岩橋　慶侍,左打ち,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
ヤクルト,2017,上田　剛史,左打ち,100,188,167,18,39,1,5,0,50,11,6,3,8,3,8,0,2,26,0
ヤクルト,2017,鵜久森　淳志,右打ち,45,91,86,6,18,5,1,1,28,7,1,0,0,0,5,0,0,15,1
ヤクルト,2017,梅野　雄吾,右打ち,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ヤクルト,2017,榎本　葵,左打ち,9,8,7,3,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0
ヤクルト,2017,オーレンドルフ,右打ち,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ヤクルト,2017,大引　啓次,右打ち,80,311,273,25,62,11,0,5,88,29,3,0,10,0,27,0,1,43,8
ヤクルト,2017,大松　尚逸,左打ち,94,143,130,5,21,3,0,3,33,16,0,0,0,0,13,0,0,27,5
ヤクルト,2017,小川　泰弘,右打ち,22,46,38,2,4,0,0,0,4,2,0,0,6,0,2,0,0,20,0
ヤクルト,2017,奥村　展征,左打ち,44,125,113,12,27,4,0,0,31,5,1,1,1,1,9,0,1,33,3
ヤクルト,2017,風張　蓮,右打ち,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,ギルメット,右打ち,28,10,7,1,1,0,0,0,1,0,0,0,3,0,0,0,0,5,0
ヤクルト,2017,菊沢　竜佑,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,久古　健太郎,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,グリーン,左打ち,25,81,72,5,14,2,0,2,22,8,0,0,0,0,7,0,2,17,2
ヤクルト,2017,近藤　一樹,右打ち,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,坂口　智隆,左打ち,136,607,535,51,155,16,2,4,187,38,4,3,5,3,59,2,5,76,6
ヤクルト,2017,杉浦　稔大,右打ち,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,武内　晋一,左打ち,66,104,93,4,19,0,0,0,19,5,0,1,1,0,8,1,0,15,4
ヤクルト,2017,館山　昌平,右打ち,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,寺島　成輝,左打ち,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ヤクルト,2017,土肥　寛昌,左右打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,中尾　輝,左打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,中澤　雅人,左打ち,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,中島　彰吾,右打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,中村　悠平,右打ち,127,486,419,42,102,14,4,4,136,34,2,1,11,4,42,0,10,65,14
ヤクルト,2017,成瀬　善久,左打ち,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ヤクルト,2017,西浦　直亨,右打ち,72,171,144,9,30,6,0,0,36,8,3,0,8,2,16,1,1,31,5
ヤクルト,2017,西田　明央,右打ち,37,86,73,4,10,3,0,1,16,7,1,0,0,1,11,0,1,20,2
ヤクルト,2017,バレンティン,右打ち,125,519,445,60,113,14,1,32,225,80,0,1,0,1,70,0,3,112,18
ヤクルト,2017,畠山　和洋,右打ち,15,62,52,6,11,3,0,2,20,4,0,0,0,0,8,0,2,13,2
ヤクルト,2017,原　樹理,右打ち,26,36,33,2,7,1,0,0,8,1,0,0,3,0,0,0,0,12,0
ヤクルト,2017,比屋根　渉,右打ち,35,24,23,5,5,1,0,0,6,0,0,1,0,0,1,0,0,8,0
ヤクルト,2017,平井　諒,右打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,廣岡　大志,右打ち,11,31,28,6,7,1,0,0,8,1,0,0,0,0,2,0,1,11,1
ヤクルト,2017,ブキャナン,右打ち,25,47,41,2,4,1,0,0,5,0,0,0,4,0,2,0,0,24,1
ヤクルト,2017,藤井　亮太,左打ち,97,309,292,20,75,3,0,2,84,12,5,3,6,1,9,0,1,56,6
ヤクルト,2017,星　知弥,右打ち,24,32,27,0,2,0,0,0,2,0,0,0,4,0,0,0,0,22,0
ヤクルト,2017,星野　雄大,右打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,松岡　健一,右打ち,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,三輪　正義,左打ち,16,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ヤクルト,2017,村中　恭兵,左打ち,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,屋宜　照悟,左打ち,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,谷内　亮太,右打ち,42,104,91,6,18,2,0,0,20,7,0,0,4,0,9,0,0,19,3
ヤクルト,2017,山崎　晃大朗,左打ち,59,246,219,30,53,10,2,1,70,13,6,5,9,0,18,0,0,44,3
ヤクルト,2017,山田　哲人,右打ち,143,624,526,79,130,25,1,24,229,78,14,4,0,1,91,1,6,132,15
ヤクルト,2017,山中　浩史,右打ち,13,24,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0
ヤクルト,2017,山本　哲哉,右打ち,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ヤクルト,2017,雄平,左打ち,71,300,281,29,86,21,0,2,113,32,2,3,0,2,12,0,5,42,5
ヤクルト,2017,由規,左打ち,10,16,15,1,1,0,0,0,1,0,0,0,1,0,0,0,0,8,0
ヤクルト,2017,リベロ,右打ち,54,208,200,12,43,10,0,6,71,21,0,0,0,1,7,0,0,52,5
ヤクルト,2017,ルーキ,右打ち,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤクルト,2017,渡邉　大樹,右打ち,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
中日,2017,アラウホ,左打ち,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,浅尾　拓也,右打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,阿知羅　拓馬,右打ち,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
中日,2017,阿部　寿樹,右打ち,21,46,41,3,11,1,0,0,12,2,1,0,1,0,4,0,0,13,0
中日,2017,荒木　雅博,右打ち,85,267,249,17,62,6,1,0,70,8,5,0,5,0,13,0,0,41,8
中日,2017,石岡　諒太,左打ち,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
中日,2017,石垣　雅海,右打ち,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
中日,2017,石川　駿,右打ち,9,17,17,1,6,0,0,1,9,1,0,0,0,0,0,0,0,5,0
中日,2017,伊藤　準規,左打ち,39,9,8,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,1
中日,2017,井領　雅貴,左打ち,22,34,32,2,7,2,0,0,9,3,0,0,0,0,2,0,0,6,0
中日,2017,岩﨑　達郎,右打ち,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
中日,2017,岩瀬　仁紀,左打ち,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,遠藤　一星,左打ち,50,109,102,4,23,3,1,2,34,11,2,1,2,0,4,0,1,28,1
中日,2017,大島　洋平,左打ち,119,521,476,50,149,20,3,3,184,29,23,6,1,3,37,0,4,66,5
中日,2017,大野　雄大,左打ち,24,48,40,0,0,0,0,0,0,1,0,0,8,0,0,0,0,24,0
中日,2017,小笠原　慎之介,左打ち,22,37,33,2,1,0,0,0,1,1,0,0,2,0,2,0,0,26,0
中日,2017,岡田　俊哉,左打ち,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,小川　龍也,左打ち,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,小熊　凌祐,右打ち,4,5,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0
中日,2017,笠原　祥太郎,左打ち,18,9,7,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0
中日,2017,加藤　匠馬,右打ち,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,亀澤　恭平,左打ち,98,290,254,31,73,5,0,2,84,13,6,6,18,2,13,0,3,30,1
中日,2017,木下　拓哉,右打ち,51,94,78,4,15,5,0,0,20,4,0,0,4,1,10,1,1,21,4
中日,2017,京田　陽太,左打ち,141,602,564,67,149,23,8,4,200,36,23,13,10,1,18,0,9,105,5
中日,2017,工藤　隆人,左打ち,82,58,51,12,12,1,0,0,13,0,3,1,4,0,3,1,0,13,1
中日,2017,ゲレーロ,右打ち,130,510,469,67,131,22,3,35,264,86,1,0,0,2,24,0,15,98,13
中日,2017,近藤　弘基,右打ち,14,33,29,5,6,1,0,1,10,1,0,0,1,0,3,0,0,7,1
中日,2017,佐藤　優,左打ち,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,ジョーダン,左打ち,18,23,21,0,1,0,0,0,1,0,0,0,2,0,0,0,0,10,0
中日,2017,杉山　翔大,右打ち,39,83,66,1,6,0,0,0,6,1,0,0,5,1,9,1,2,16,1
中日,2017,鈴木　翔太,右打ち,15,20,18,0,1,0,0,0,1,1,0,0,2,0,0,0,0,15,0
中日,2017,祖父江　大輔,左打ち,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,高橋　周平,左打ち,41,148,129,12,30,6,0,2,42,10,0,2,1,3,15,0,0,31,3
中日,2017,武山　真吾,右打ち,50,76,66,2,15,1,0,1,19,7,0,0,2,0,7,0,1,21,3
中日,2017,田島　慎二,右打ち,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
中日,2017,谷　哲也,右打ち,53,100,92,9,20,3,0,2,29,11,0,1,2,1,5,0,0,23,0
中日,2017,谷元　圭介,右打ち,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,堂上　直倫,右打ち,91,167,151,11,31,7,0,1,41,8,0,1,7,0,9,0,0,39,4
中日,2017,友永　翔太,左打ち,5,17,16,0,4,2,0,0,6,2,0,1,0,0,0,0,1,4,0
中日,2017,野本　圭,左打ち,15,35,35,3,7,2,0,0,9,0,0,0,0,0,0,0,0,5,2
中日,2017,バルデス,左打ち,23,48,44,1,5,1,0,1,9,5,0,0,3,0,1,0,0,17,0
中日,2017,ビシエド,右打ち,87,367,332,43,83,11,1,18,150,49,4,0,0,1,29,0,5,52,10
中日,2017,平田　良介,右打ち,66,270,238,26,58,14,2,6,94,29,4,0,0,2,29,0,1,60,4
中日,2017,福　敬登,左打ち,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,福田　永将,右打ち,95,326,299,37,81,19,0,18,154,49,0,1,0,1,21,0,5,70,4
中日,2017,福谷　浩司,右打ち,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,藤井　淳志,左右打ち,128,408,374,29,99,18,3,6,141,42,5,6,6,2,24,0,2,96,6
中日,2017,又吉　克樹,右打ち,50,21,20,0,1,0,0,0,1,1,0,0,1,0,0,0,0,13,1
中日,2017,松井　雅人,左打ち,87,244,208,22,46,7,1,2,61,17,0,0,10,1,22,0,3,63,3
中日,2017,松井　佑介,右打ち,56,129,119,17,33,7,0,4,52,18,0,0,1,0,6,1,3,38,2
中日,2017,丸山　泰資,右打ち,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
中日,2017,溝脇　隼人,左打ち,12,16,14,1,1,0,0,1,4,1,0,0,0,0,2,0,0,5,1
中日,2017,三ツ間　卓也,右打ち,35,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
中日,2017,三ツ俣　大樹,右打ち,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
中日,2017,森野　将彦,左打ち,22,48,41,4,10,2,0,0,12,1,0,1,2,0,5,0,0,3,1
中日,2017,八木　智哉,左打ち,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
中日,2017,柳　裕也,右打ち,11,12,10,0,1,0,0,0,1,1,0,0,1,0,1,0,0,4,0
中日,2017,山井　大介,右打ち,2,5,3,2,2,1,0,1,6,1,0,0,2,0,0,0,0,1,0
中日,2017,吉見　一起,右打ち,14,24,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0
中日,2017,ロンドン,右打ち,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中日,2017,若松　駿太,右打ち,7,10,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1
